solID,mape,decomp.rssd,nrmse,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,TV.settimanale,cluster,top_sol
3_704_1,0,0.163345709556817,0.165474756818142,0.262458269808848,0.944943700199293,0.793137626665578,0.780415674519632,0.715456310561695,1,FALSE
3_705_1,0,0.324445451016418,0.132644083224034,0.668025777815084,0.531541366252041,0.705894667688831,0.651371525358385,0.843070581090603,4,FALSE
3_708_1,0,0.413274758695833,0.128173568176606,0.802422088935056,0.50857565129249,0.58184788215533,0.552671376925678,0.831678041757219,4,FALSE
3_730_2,0,0.316636818848895,0.134349975132043,0.5729083762143,0.538557227715998,0.689091649776688,0.708338183653198,0.829815922649429,4,FALSE
3_758_2,0,0.223210829422648,0.142995778717613,0.450136978459162,0.647990630899718,0.872771570727058,0.89250651260999,0.794145386764431,2,FALSE
3_768_1,0,0.398248535851444,0.128333022399377,0.793440785009011,0.515777032863066,0.606995371482511,0.579172989012646,0.820022446539784,4,FALSE
3_768_2,0,0.200769779382324,0.160024242526055,0.208582025606137,0.931635091645029,0.744947276948371,0.846279011018174,0.601405731617653,1,FALSE
3_773_1,0,0.412142755634545,0.128621624399924,0.715395073222268,0.481847350478466,0.596293679881736,0.590114532492075,0.815321988317272,4,FALSE
3_775_1,0,1.15598755710254,0.119972613507111,0.588982362229965,0.041600998440929,0.118359099057188,0.317182922016831,0.960850195396255,3,FALSE
3_785_2,0,0.199778671751206,0.146011991693513,0.338843504512253,0.722908280953148,0.833524636889717,0.834877145108709,0.86886555292945,2,FALSE
3_800_2,0,0.195891780965253,0.146027308548195,0.337804739440468,0.723938348740522,0.833214439945386,0.859772859313784,0.867177257272988,2,FALSE
