solID,programmatic_behavioural_investments_alphas,programmatic_behavioural_investments_gammas,programmatic_behavioural_investments_thetas,programmatic_sociodemo_investments_alphas,programmatic_sociodemo_investments_gammas,programmatic_sociodemo_investments_thetas,reservation_social_display_investments_alphas,reservation_social_display_investments_gammas,reservation_social_display_investments_thetas,reservation_social_video_investments_alphas,reservation_social_video_investments_gammas,reservation_social_video_investments_thetas,TV.settimanale_alphas,TV.settimanale_gammas,TV.settimanale_thetas,lambda,mape,nrmse,decomp.rssd,rsq_train,lambda_hp,lambda_max,pos,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
1_805_2,2.97970417404546,0.829732694794412,0.270719756157757,1.09724596402344,0.51413142358882,0.0602359805313318,2.68863770305898,0.865512085309286,0.209334188749722,1.67677422569005,0.853398001732372,0.129482037827553,0.794379039602899,0.881265943565877,0.42742564469084,171121.360193689,0,0.128525604771225,0.392733040443509,0.498651952820981,0.020484378097901,8313993.751907,0,0.0467708110809326,188.921181917191,2,805,0,1,1610,FALSE,TRUE,2
1_815_1,2.52516699772378,0.593387273328044,0.381689490740482,0.8515879000706,0.797886767137538,0.0354067795632416,2.36223864503115,0.665346646990874,0.215784779522339,1.8144312414028,0.870876157317414,0.105856353857561,0.842587351338299,0.541173819881069,0.416734504974288,74577.4583018725,0,0.122595689046478,0.733851670413561,0.543847128300618,0.00887099948243186,8313993.751907,0,0.0460000038146973,191.473751068115,1,815,0,1,1629,FALSE,TRUE,3
1_820_2,2.98281870710994,0.962761568543923,0.299199528388613,0.551953987802918,0.448875738992359,0.0602359805313318,2.68863770305898,0.905899646187856,0.216649696805423,1.83526881515493,0.732716470114553,0.244122143530799,0.562862676530725,0.974942392069165,0.412346774634559,208202.682814014,0,0.130650409920622,0.366666040103264,0.481938201615339,0.0249449336660275,8313993.751907,0,0.0489280223846436,192.739037036896,2,820,0,1,1640,FALSE,TRUE,3
1_821_2,2.88799952140869,0.979001029688502,0.153684871019082,1.1573183613042,0.827270317140727,0.286382605190018,2.47849628201964,0.45472878162435,0.0927004772006579,2.98851358358926,0.786878410924491,0.130353740908214,0.692561704369903,0.696504806358779,0.312055174512075,183108.576511968,0,0.129202978546224,0.382888585563522,0.493353476709884,0.0219263343366876,8313993.751907,0,0.0646369457244873,193.048975944519,2,821,0,1,1642,FALSE,TRUE,2
1_848_2,2.9301382598497,0.930865569638128,0.113861245035732,1.69647080330552,0.603004174391391,0.262395250700506,2.94161625094598,0.634330023955267,0.221488564699393,1.0448544171963,0.64470306594234,0.0566976427522543,0.889942684591186,0.724543098364117,0.710611837647492,273892.82996071,0,0.134295749862315,0.298712957155581,0.452625511373313,0.0328468781200162,8313993.751907,0,0.0530011653900147,199.934405088425,2,848,0,1,1696,FALSE,TRUE,2
1_855_1,2.96270577768907,0.736194106006804,0.275292367517364,0.932217238645979,0.537710692581407,0.123734434757126,2.7811029871599,0.69320694258839,0.19326813580499,2.39029499786095,0.429059358465301,0.0904608947427243,0.834464928618143,0.798174838853837,0.334009360068356,121790.233218761,0,0.125283214651671,0.488210420687172,0.523628476510564,0.0145502792696851,8313993.751907,0,0.0640718936920166,202.749110937119,1,855,0,1,1709,FALSE,TRUE,3
1_872_2,2.78972626320956,0.85500225630917,0.28248751519542,1.08474418831687,0.592213900422498,0.10012810320222,2.27942906314339,0.88927062933877,0.224465547383341,1.58938302854192,0.730377653062298,0.14133723213337,0.799468379181746,0.800299306456231,0.496746469574455,286247.555512407,0,0.134361715434383,0.309543335867298,0.452087642686624,0.0343330424733364,8313993.751907,0,0.0382349491119385,207.142122030258,2,872,0,1,1744,FALSE,TRUE,3
1_874_1,2.83655676810505,0.614710257472207,0.0434019709498077,2.4397661987863,0.413228372814975,0.394266926769728,2.61412449074789,0.300388509255067,0.228382849857105,2.01240694738598,0.523646338124354,0.151844236056638,0.670642723850588,0.699288340893376,0.764238999149109,732032.880536335,0,0.162965669608584,0.173695943556347,0.197824644907921,0.0879570794065453,8313993.751907,0,0.0390000343322754,207.521373033524,1,874,1,1,1747,FALSE,TRUE,3
1_878_2,2.85912108279146,0.671330300207479,0.146774553089619,0.565211886256769,0.496031002938642,0.217334908807056,2.38437651335113,0.640695693901598,0.200601734465559,2.42979624769901,0.543065937952987,0.0992465174945531,1.20430385647326,0.921618344487421,0.510368914336756,264893.806150809,0,0.132981078917082,0.324037862511187,0.463289959600186,0.0317643750449788,8313993.751907,0,0.0460751056671143,208.746093034744,2,878,0,1,1756,FALSE,TRUE,3
1_879_1,2.96654226333747,0.96389416001732,0.0660535835665992,1.07886088583358,0.820346808633823,0.100495408005907,0.549152502729897,0.609616732521813,0.0311450444435793,0.512912322189924,0.839649515137925,0.0278906032022242,0.952279035727878,0.723698715416386,0.323185630113052,377426.063904223,0,0.137348223960538,0.235138985719174,0.427459633892805,0.0453010116438228,8313993.751907,0,0.0399980545043945,208.947016000748,1,879,0,1,1757,FALSE,TRUE,1
1_884_1,2.91121882839869,0.976447314366555,0.0688103828532111,0.995254979338949,0.705257789710606,0.0370019909062437,1.65258403434399,0.893158458094039,0.0673908783163197,2.6099820696908,0.770752814015044,0.234277375158785,1.08317527046049,0.784115286272215,0.487365945756272,47479.6953976208,0,0.120446204994311,0.943613884050279,0.559702461886674,0.00561137796234945,8313993.751907,0,0.0859990119934082,210.786951065063,1,884,0,1,1767,FALSE,TRUE,2
1_889_1,2.86040107598001,0.811850761336793,0.111594480573277,1.6518781887311,0.413228372814975,0.394266926769728,2.61412449074789,0.300388509255067,0.228382849857105,2.01240694738598,0.523646338124354,0.151844236056638,0.670642723850588,0.699288340893376,0.764238999149109,732032.880536334,0,0.162689585995256,0.18110701675559,0.2005403073503,0.0879570794065453,8313993.751907,0,0.0430049896240234,212.402579069138,1,889,1,1,1777,FALSE,TRUE,3
1_894_2,2.79667895230601,0.802361435772477,0.0538435434497245,1.18297622271888,0.8016547202305,0.107086494831207,2.96110182607934,0.503972137859239,0.0937517357743237,1.90129982581127,0.917371061088039,0.339070169598794,0.559942097588913,0.783743808291933,0.488524460087189,300897.769121853,0,0.135391972065832,0.292664896225963,0.443652880853145,0.0360953337637242,8313993.751907,0,0.0509548187255859,214.260829925537,2,894,0,1,1788,FALSE,TRUE,3
