solID,mape,decomp.rssd,nrmse,Google.Search,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,DIG_costo,GEN_costo,cluster,top_sol
5_522_2,0,0.288278560654683,0.160372136829317,0.0685900339512289,0.336318801067608,0,0.810090524217478,0.242169857377421,0.426274793446986,0.11680562198474,2,FALSE
5_554_2,0,0.374943498963121,0.148768279983593,0.170070129076805,0.596598469753051,0,0,0.315500343863003,0.652213335046652,0.176959741377821,4,FALSE
5_607_2,0,0.429955328582733,0.118416534854446,0.409926502208382,0.637281050436094,0,0,0.732928920611475,0.668258317544885,0.336497771063643,5,FALSE
5_621_1,0,0.508394049521688,0.110758998351621,0.329926509944494,0.769842456645311,0,0,0.784707781931424,0,0.27664593645697,3,FALSE
5_641_1,0,0.58960167244221,0.109804414352444,0.663765597116845,0,0,0,0.945491920827119,0.642540857901413,0.203735286884433,1,FALSE
5_668_2,0,0.29806143013226,0.156618400604945,0.0720096112370153,0.500497347428082,0,0.863035267663209,0.280934307508671,0.393897059338648,0.133285692779584,2,FALSE
5_681_2,0,0.29202942834173,0.159664272264648,0.0805184823414002,0.435127044148404,0,0.779572872515589,0.237652912731052,0.412719166996275,0.136771968616563,2,FALSE
5_693_2,0,0.567483561868144,0.109556129735768,0.653028676678842,0.193137072555089,0,0,0.973618274911878,0,0.469630987051511,7,FALSE
5_696_2,0,0.289781849899697,0.159332628161388,0.0811208355093291,0.438182577198599,0,0.758655840991688,0.238899884865405,0.477887275025837,0.135159968755171,2,FALSE
5_698_2,0,0.298833532148715,0.156606439359075,0.0713197537635544,0.514557444056957,0,0.858622876681243,0.280495634319673,0.394660802567012,0.133387067011656,2,TRUE
5_701_1,0,0.592247677642618,0.109798932503525,0.667917771336289,0,0,0,0.945953560256744,0.632315960620416,0.20288526702471,1,FALSE
5_702_2,0,0.420429760193412,0.116243520307138,0.28275802209868,0.823676817291345,0,0,0.824740042354129,0.341488450204083,0.404655240384722,5,FALSE
5_704_2,0,0.40078708714602,0.122169410781067,0.285665436017473,0.669995825019689,0,0,0.648543220903821,1,0.212769144949445,5,FALSE
5_708_2,0,0.610906845991136,0.10765620169099,0.701185020688174,0,0,0,0.89801509983722,0,0.405957387603673,7,FALSE
5_717_2,0,0.444647767639307,0.115976894559701,0.346033307653619,0.69709365860864,0,0,0.90765210633604,0.358702984701748,0.351484937054775,5,FALSE
5_719_2,0,0.372939691121934,0.120666440715085,0.294396813626794,0.626265246478476,0,0,0.683048464509412,0.842521671531934,0.411556635068806,5,FALSE
5_746_1,0,0.58955819434019,0.10986626879352,0.908224227051686,0,0,0,0.85186861164395,0.584827767857842,0.397801882918857,1,FALSE
5_750_1,0,0.428809750230653,0.120657476763877,0.514099500129498,0.563034118493811,0,0,0.853105255259934,0.965181186902953,0.402356997710212,5,FALSE
5_753_2,0,0.595077993101827,0.109142677504612,0.631947238795957,0.107220718828082,0,0,0.989768104491029,0,0.368717933402138,7,FALSE
5_771_2,0,0.306864334100466,0.151629411092066,0.109905924750274,0.497141432475617,0,0.642420611542496,0.330537836973711,0.576685667383743,0.165583163679488,6,FALSE
5_790_1,0,0.598312751762989,0.10737299287454,0.563882370207531,0,0,0,0.880432184923539,0,0.346579865353368,7,FALSE
